0,0,0
0,1,1
1,0,2
1,1,3
1,2,4
1,3,5
2,0,6
2,1,7
2,2,8
2,3,9
3,0,10
3,1,11
3,2,12
3,3,13
4,0,14
4,1,15
4,2,16
4,3,17
5,0,18
5,1,19
5,2,20
5,3,21
6,0,22
6,1,23
6,2,24
6,3,25
7,0,26
7,1,27
7,2,28
7,3,29
8,0,30
8,1,31
9,0,32
9,1,33
10,0,34
10,1,35
11,0,36
11,1,37
12,0,38
12,1,39
13,0,40
13,1,41
14,0,42
14,1,43
15,0,44
15,1,45
16,0,46
16,1,47
17,0,48
17,1,49
18,0,50
18,1,51
19,0,52
19,1,53
20,0,54
20,1,55
21,0,56
21,1,57
22,0,58
22,1,59
23,0,60
23,1,61
24,0,62
24,1,63
25,0,64
25,1,65
26,0,66
26,1,67
27,0,68
27,1,69
28,0,70
28,1,71
29,0,72
29,1,73
30,0,74
30,1,75
31,0,76
31,1,77
32,0,78
32,1,79
33,0,80
33,1,81
34,0,82
34,1,83
35,0,84
35,1,85
36,0,86
36,1,87
37,0,88
37,1,89
38,0,90
38,1,91
39,0,92
39,1,93
40,0,94
40,1,95
